name,description,coordinates,image_url,category,country,city,address,rating
San Juan National Historic Site,OPERATIONAL,"18.4704822,-66.1235165",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zIG9zruihwVKuDyh5jrmimL-9XuNzyD0wniXvOr5LUaH0BypipxwcNxEQnMy4f_JpIuFvxgI9PDwgRVk4JlyP3CR1FOPxzQhezs16RgGk2019X0JUZQb4lNE66VYWxsKZDkcW6-VptUW5IYgqPB7GUti8WtS0WC5HZJr_uMUvAUHcE&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Puerto Rico,San Juan,"FVCG+5HX, San Juan, 00901, Puerto Rico",4.8
Great Mosque of Djenne,OPERATIONAL,"13.905169,-4.5554155",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wa0MzQOLVqkyY025MO18HIHQaGzAYK1yXXR3PGIeNK30QZtv7X4TLtl_N_99NPgfXpBRy-x8GKvSmhaKowJL3OUiEZd27oMy0mOrCTckdtFj72bAs3QK77NkFhuquZ67obBRiAHkxUdgzc8lsSjnljMd4kgqT2yZFN3L9l6JfZoHnP&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",Mali,WC4V+3R8,"WC4V+3R8, Djenne, Mali",4.5
U-Bein Bridge,OPERATIONAL,"21.8928268,96.0532214",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w6Avag4acEgpgvhLhPtNYuUL9is9uyPwCQnEF6lslqYHdAob6fqvInLa-DfDqssx2RZGJxfec01TOwtyeb7leGyaAa6wdEM3rG6v_tbhlQ0ooVApYCWygxPLYcrf9l7TsD9csrlKVT8VRvxBo5GVP4CtNLVzwZ-xWjgpXNuoszkg4M&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Myanmar (Burma),Unnamed Road,"Unnamed Road, Mandalay, Myanmar (Burma)",4.3
Edinburgh Castle,OPERATIONAL,"55.9485947,-3.1999135",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zFgKWdx0S-VjwsmJRlt9MhKgaNEOMqI6dcx86XKHmZ3LNI4crgmcBYSdT42PVbnag-TZuPBv2QLAmK4gZMIfAUoT6Sht8b7cwiNdDR4WYOJjzcZY1lBSQAj4MmfEiuUjDYXb2bpUNX_sAvv5HiJuSqD3OK1zgiEGUF4ChJ-MzRjy7E&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United Kingdom,Castlehill,"Castlehill, Edinburgh EH1 2NG, United Kingdom",4.6
Victoria Harbour,OPERATIONAL,"22.2898103,114.1715588",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ymeD2-ztlgxgAXtowxoAFH_kCVoVAOLOkUMGUrvJ7xUX8xnK9t97vj7U4E3Pu-JE42qznwhDs8sMQoDx-jzyE9dgV-hRakWtkvtTAl4ZdRGMTJJhIFPgCcMDOmYiKTS2mtn05AHHx47bOcE30zPCvQyMUeK1q3ElrsjyTITzOY9rDt&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Hong Kong,,"Admiralty, Hong Kong",4.6
Bryggen,OPERATIONAL,"60.3975672,5.3245493",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zgS3rIzNenG0E_bxgXrgEm_lk51eEhv_lUBujVwW5m1l8RYetv8o25I2-efP6HK0dHhS4Y19I3Ipl_sFkzUO9vwEmyxxT9O0ivslPW2PA2P9aEv55tZAtCWFfpiWTZrx-Svu9WAZfKsCEJzP8rl6JpHweGVAD-75MmFdAnbeRsSDNH&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Norway,Bryggen,"Bryggen, 5003 Bergen, Norway",4.7
Wat Rong Khun - White Temple,OPERATIONAL,"19.8232669,99.7627085",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z-mPLb8WvTSZb8aY9nM1hFaWBf2bHoScJI3KYAwRh7XJs0Ju2MP0kZzIB5nct5x2gqPamxSN78elq9FddHLiaIimN-MWOwbspFfnZw4s3afQLxzhJ98Dk5MWsafaiNH9b1i5GEExOLkpH4fXjXH_iqMzMzZmJTYKFoqD8vuJKhelkR&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"place_of_worship, point_of_interest, establishment",Thailand,Mueang Chiang Rai District,"Pa O Don Chai, Mueang Chiang Rai District, Chiang Rai 57000, Thailand",4.6
Xi Lake,,"30.2479326,120.1502699",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y9we8TxIs9uXjtmfZ3Kd67RNZTZ62lbyl5XfwB0E9GtPiFK-qCfWOiQ2KaJ45Ft7-FZqEKhn4LJrYK_LaRRsSh40o7-HhVAA413jziJERp8wMJg944bHecYCQGsrM9ngEpf9Hztxc5XkqEEEB2iWv9e6bTqRYQEf_yTzu-DTZLpN8&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",China,Xi Lake,"Xi Lake, Hangzhou, China",4.7
Freedom Trail Foundation,OPERATIONAL,"42.35759789999999,-71.05971699999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wJVndmrtcdVY7elFQGkX6HDa8Pmh6bZ38PXtjGNlMaeh8L_1vPTdlG-qAVrb7mUfK38DyyOFl2XslnucB8GFNGZOpNAMEWDyLo5BThq0OUYSYicJpPhK7aQYr-DXRSElfu70OdMGEhRm7dFy4RVbZah0AeECQArrT9LeUolV-KlnOa&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United States,Boston,"44 School St #250, Boston, MA 02108, United States",4.7
Bezeklik Thousand Buddha Caves,OPERATIONAL,"42.95731079999999,89.5423476",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w2cOXykykseQiOz15by_691v7oNYa6Yq1BzQgfYDRlc9lbJuk2Qn2dWAGCCrjWJ5dxXjri0AyN-qOFhhXIG_4GV61viNmDdaamMGjy5s02J1SO2Jhz1eevIC_n-MKkhDThtOwV11jEOznf9Hi4b9SO-lguAKADL6ckrchHkXWBPP0J&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",838015,Xinjiang,"XG4R+WWH, Gaochang District, Tu Lu Fan Shi, Xinjiang, China, 838015",4.1
Catedral Metropolitana Nossa Senhora Aparecida,OPERATIONAL,"-15.7983419,-47.8755394",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xGG8uKMi35CfO8ZHSlsreTZM9qAOYpUqXynjel1fA6AYHY-DVd4nJaslXdYU1baxbpvI9QnQeKlVNvrOf-ek0KaBRXDPnXmyJ7ShQ7zWEsD3iPuszotDmALxtX9n1tROOIVoVMXSzOEvc8PT3JEAtmwv0FC70DERdzozmDOb3OCDeQ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Brazil,DF,"Esplanada dos Ministérios lote 12 - Brasília, DF, 70050-000, Brazil",4.8
Piece of the Berlin Wall,OPERATIONAL,"52.5399703,13.3793507",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zJLMdDM4XxlTbA5HZgbrIKmOLGUHrEN2u6FFnIMVPzLh7uzeoDrAv2lAmYtfT_T_7fGWpJTpJwbpWygA7ZpgSUEaSuEkU43YlcuwUBSW_VWbSQ1zPRP-JoyL1cZSe8HkugdhyHwvIhARBR5jIdHNHXuyeWDyomC5zP0phzKwA-v1vd&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Germany,,"13355 Berlin, Germany",4.2
Brooklyn Bridge,OPERATIONAL,"40.7060855,-73.9968643",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y9kpN_9se9SJo9D73IP-pr-_Git6UK45NpyBAND1Et_YhVkd8kHq2qsMt0NG2wr5GOQukBcBRCZFNi9GQN913M6GdArqOW0HTN3zUbMtq6eqegLk7nxPEsiT-95XGWAnn0PW0BxGp4nUGPdn-BeQ0r48dWoVQPmIDS2Rz0Wtas-8BZ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, landmark, point_of_interest, establishment",United States,New York,"New York, NY 10038, United States",4.8
Royal Palace of Madrid,OPERATIONAL,"40.417955,-3.714311999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zS5SN0tWOLUlgJPo-OimDqggyF-5JbrAF-KQBsRWj9xRAV9G-bWTbcZojnbDq5kAF392BjIDSyy96oSH6lr_gnkPQDBwyynH_Rg4keUBZ77gt3l2wtUzmpTuaJlVLLkY2KUXi1XOHhzl0lYX9xKwqbXSOUGU2LM4JtV5k4xu-b6VdM&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Spain,Centro,"Centro, 28071 Madrid, Spain",4.7
Times Square,OPERATIONAL,"40.7579747,-73.9855426",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wVAYFAhr1HXAvCA-ShPRAYyol0Xo2EDLTpzpidzHj5EPGi6byMqfJBg4krcsjwD5aqroBxiicRfgJ5jN6vpJwkUmxfmgEbCCAb9IbsMuuI77rGr3oaWz0CzQmnLcXq3qmTrxqFcd1xv3Af_fRPBww6KhX_bvDP17YdiniYlmF3qKzr&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United States,Manhattan,"Manhattan, NY 10036, United States",4.7
Grand Canal,OPERATIONAL,"45.4363568,12.3322494",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xZbetPXlDUBsHqAMrBDVgDq0xE807nNStWDfx1vPdiIlIPizCEKyJVOqKqN57-v08ZW62bo6OhUFybKTiO5AregL55ux8Rpip9BEIILVXljL9w9bqC5bYW0ImjbgL26YpQWDwhkvC3GRXiFXReaQRxmemJbTNo1IGFYUAP1Wxw1HpP&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Italy,30100 Venice,"30100 Venice, Metropolitan City of Venice, Italy",4.8
Washington Monument,OPERATIONAL,"38.8894838,-77.0352791",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xAyDoRNCYZNGJoUQ7j7NXsst1DIRWhwRQQk5z0zBJviunl_zHDcOFZUT2-2_EteZMbbk0bbdUx8m_an6P6W0jI29-6wfLkWsMRwiclt8-mG1Gn41mbp7IKNP4f1OOB4aMRJu1_EcZotKajkqzZ9duWKMkI-2Ld-3L3Ie0ua5Khu6Y&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, landmark, point_of_interest, establishment",United States,Washington,"2 15th St NW, Washington, DC 20024, United States",4.7
Sydney Harbour Bridge,OPERATIONAL,"-33.8523063,151.2107871",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27woYEAIIJYCP0GK5HDtGn9j612JlpAELEuakzzrBM-oQWDf0iLToiS2l_XsJivj_Od-bq26nYOXXhxKwiTGL_9f4ncXTOBTQwtgf9vmTh8D0on9al0yqzzLYajgGCsy0ygYASlKOw5hxnthaQYEqEJZ1-9mTKv0of-RY-MQLeoYjuXv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Australia,Sydney Hbr Brg,"Sydney Hbr Brg, Sydney NSW, Australia",4.8
Ponte Vecchio,OPERATIONAL,"43.767925,11.2531435",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zG5_QdBAjaGNUWXYsdJuK2t9c9h4Yl2WHMR1GGVqopLb2PguDjN_4w7S-2LnwdaSiwIzUs1w4HXekbU_WCSjKlCRWhVdWaffs8CnP0cpXYtPf-VPv8-1E39T_1Adre4h1uHcNyQFNmBQCA0tw8MNK1N3I9L0Zm2B1mS2JBR0w10f5r&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, landmark, point_of_interest, establishment",Italy,Ponte Vecchio,"Ponte Vecchio, 50125 Firenze FI, Italy",4.7
The Shard,OPERATIONAL,"51.5045,-0.0865",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wJytLsJqP0BVl-rRgWRtoTqNCU8nP4pX5qxOuI99XZc8RyeOcHZfeEfiqrqGn1GY-OwWbiKk6UO6YxFnDwdyG5pVoaiWXSTfPjhddypXk4CBAopbSXsRdmnNsEOlsp9jxWeCq3A-hzmXsLrWgnVW9Ya4kkT_klD1w0VCaY4KCp1tPC&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"landmark, tourist_attraction, point_of_interest, establishment",United Kingdom,32 London Bridge St,"32 London Bridge St, London SE1 9SG, United Kingdom",4.6
Yellowstone National Park,OPERATIONAL,"44.5979182,-110.561249",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y9IdmYPG3bH4gxOXWv-PZXBkwphwNJJAk2BEsYHogHr-wbBIljbldon96DZYCDhSxDDK3FDTzwF2X7dveQQg1M10YYN5zgWSWby6rwy0K9ZxA4N26bgsHVLFr9mSDKBStnlIRTNn5uSjktb1w6h5bXHL1oZNeNZf0iu_Sp5mHLFYFh&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,United States,4.8
Sistine Chapel,OPERATIONAL,"41.9029468,12.4544835",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zb5zXOuCysHyBiDeysD2sd5dTvfI9iD-ZOWSS-7ausUjDHN4kU325r-Me5s5vdwu2nfdCFHoEP7JbE0h3Zpck8gBXhD9gwpXdafn2goBLOz-W1l3ci_woP0Ho5T6w8WX6c5FLIYiOPz9_9sJ0CGWg8lmKBR48FSbzy8ywVK1yo-m4j&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, museum, place_of_worship, point_of_interest, establishment",00120 Vatican City,,00120 Vatican City,4.7
Helsinki Cathedral,OPERATIONAL,"60.17037069999999,24.952131",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wkLSWBZJXdAVsTq9_CxsUpGMQBMQFjguSpfi8RS9u9KIHLwHCsF8WWxh00E70IHP6kC1h0vuXMZ1V5LdWzFfDiYwldjy0LxTToFdeOvhEVZsueqhMPzuuk-9Amnx4_SIJ2Z52eXKvNeXqxXBvbtnI5H37aNudnr-P3lkw0mqjmr7Tz&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Finland,Unioninkatu 29,"Unioninkatu 29, 00170 Helsinki, Finland",4.6
Sham Castle,OPERATIONAL,"51.3822904,-2.3375439",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x49wBGyxQ50G7IdTPJ70SpoQ2TD_zQ1ddgZJcbjVz5yFf4g0kaZ5YuOIgNtosIQUw0InLzHGPW6bDxt_xczqRMXvTYOonP3mE5usnc6GIryMRoPOcO8O_nLI3bOu2cNlJ94u0fQSe-CmZUkhUZTpXxl2ggwrT7LRWUkckhkT5o9lWM&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United Kingdom,Claverton Down,"Golf Course Rd, Claverton Down, Bath BA2 6JG, United Kingdom",4.2
Tivoli Gardens,OPERATIONAL,"55.6736841,12.5681471",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z3EEmtvKfDBfiIUXf7NlPEnETwEtvOSUn-hsdLne2p9Hdys3aQwVag5R2ERYsxNZ7X5OFiWXeFK5cbYJ1hacyXpDBcINi1P_B6F_XQ4bsDEgi5bTneOPowDPZfaSn212IiiTtxrhsmAcTLRSVyRgm2kmF3UCY_D0K5jI_Sd2r2Xbn4&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, amusement_park, park, food, point_of_interest, establishment",Denmark,Vesterbrogade 3,"Vesterbrogade 3, 1630 København V, Denmark",4.5
Arena di Verona,OPERATIONAL,"45.4389958,10.9943574",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zydOF4Qp-tp7ZzUpdjL5LxJmD_vSUgFKbzmidKegZSce5CcssytL628dv6152eCAaNofUHCiB6N_VAcBQN9nu_8OZ4gFnvEIjAgGlVzrVo-g4Lv-mg8HanCj9S75U_n8kTcXdzTgpAGnUB2lXgPJjjWakwkR46xJnMgHvbAzZ75Tu4&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, landmark, point_of_interest, establishment",Italy,1,"P.za Brà, 1, 37121 Verona VR, Italy",4.7
Bryce Canyon National Park,OPERATIONAL,"37.5930377,-112.1870895",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xDq0bV9GdIC8MarhAoXCibAgn1tfvhTElLgLdFiBd5BnFTC_46iiUMYF9hFEfuO8sEQB2W1cbVDQGnLsgB92rzSh-_VWxsSA7c3GH23SAuJhGAo_ZR1irr4Q-mW32Jj2_9lWnkp4zzaFGhJidGUGwDvNe14BfbgMoz6FFK4F9yIy0u&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,"Utah, United States",4.9
Catherine Palace,OPERATIONAL,"59.7173232,30.3963262",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zYtsS5qDH9jQApPE9xrLAMQxL5z_rxJqNoiAbZ_44B5pYLR-7zGSlQH1NrvjxSkY6JUNB8Mk9y0FnaHhGjuXqqiIpsHQSv0QiSq5ymITInguxYe2QcKaWl1AvI8BxruaJ92olhScbMFS5mYJJI8mL5VxH0JQDTUUrxN1XsvpH1Zza8&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, tourist_attraction, point_of_interest, establishment",196601,Sankt-Peterburg,"Garden St, 7, Sankt-Peterburg, Russia, 196601",4.8
Old Royal Palace,OPERATIONAL,"50.0906905,14.401146",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wSNz7k041PkadZHISCJKm4PpkNQyof4ZXoWROmHwL2SuJD6EYL1135krah038hdm-fOAHknza224jWyrI-H17miIUu1rcdspLC5Nzngi6zpZqrQXU0XJ1uiFm5JZCFg1Rm0sfHN2UKf9QLcdX6R8KI1ik007boVhaYXddEoZ8UuGUj&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Czechia,Třetí nádvoří Pražského hradu 48,"Třetí nádvoří Pražského hradu 48, 119 00 Praha 1-Hradčany, Czechia",4.2
Guggenheim Museum Bilbao,OPERATIONAL,"43.2686712,-2.9340118",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xRrNWcQ10HSI73LDYOQLp5Q5z21b-tvgdExkknDs3FJWMf6UNK5L06bOi4K682Q-johID3fEME2fVZmjAeZoXQTUOnHASaodmSJWzzfC0nDaCVp2AArA2_mCpgoGjBuTWmovc5XWEKFbiA3_InfH8rUfXkUUV3IrkoDQeCz5t74p1P&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Spain,48009 Bilbo,"Abandoibarra Etorb., 2, Abando, 48009 Bilbo, Bizkaia, Spain",4.5
Trafalgar Square,OPERATIONAL,"51.508039,-0.128069",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yu-jZu4sIm6Orb096F1YacTE1rXSQevSHU97ex6pL2WO_lEDlXwWjaFioBLIxA-pJ1ysJV4Gv8cP_5ozYNr6VaxLxxvCq8_V1JcWwruoZzIWvwFltn6Vu7yWYnrSPhjpzbm3h2nGJWwRKCG0FBB8b1yzSQyWyfNOFo3dUZwXzffWc1&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United Kingdom,Trafalgar Sq,"Trafalgar Sq, London WC2N 5DS, United Kingdom",4.6
Itsukushima Jinja,OPERATIONAL,"34.29598960000001,132.3198285",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wGqlB4xyNvav8zTjfuclo9C2es6hhRKf_lCmWyrYqw4_DZhCnucAenVuZSeJiE7MBZJjHmcUprLpGRIsKUsvlwgTJeywGhwtUrnbUtP226UIOVW5YzgLNx3i-Onukj6i6LA9KSYo-Pf1XSLKURkDp04hhSLR8TU18qBxXZkv78ldLR&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Japan,Hatsukaichi,"1-1 Miyajimacho, Hatsukaichi, Hiroshima 739-0588, Japan",4.6
Old Bridge Mostar,OPERATIONAL,"43.3372866,17.815006",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yeONiWMrbZpb10xDxu4kxHhVGGLJwxnbWY8d5lIBD42qwwlubiPbZgv0Dt8edB7YwOagUxbHGcaM98DOw1FN64lv-A6VJD8F86qP8AJgMMnJLSgXpoTaf8gFSZLzGn38CsyVj_OaxTHRd9MFrY5qSTypQdxFaZgzJ5zd7MvkYE3_R8&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Bosnia & Herzegovina,,"88000 Mostar, Bosnia & Herzegovina",4.8
Piazza del Campo,OPERATIONAL,"43.31842049999999,11.3316911",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ysywGQU7oquLUKE-ccFDbsIisbAiTc56wRs0qPt51MWsArMKI01dpR1H8q2XsKfoY-3WcyBJTfK0aUN-GJtknfFVXJcXRpxEkHYhmdT09PGb4XsNLLQJfyhW5EzwmuZlwc29wUj1Mrcti8JPKweC7ceVSohaBtNU6dudxk3KTR-Xu3&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Italy,Il Campo,"Il Campo, 53100 Siena SI, Italy",4.8
Pantheon,OPERATIONAL,"41.8986108,12.4768729",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yCY_DijGyARdNctTFh9XkxNMyw8TsIrxb99jHU1mI0p30FrPsIet8_oglKOTSrIrKrtP3pfM40aw0x3RWX3wHd5duY-rfNOfhoXlHLN7tQ9LN07lEc43weypxzIqE4i1ZgbjqveNHY7xbnDDZtBc2FFyJ4EcnOKkooCaB5APjtM8m8&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Italy,Piazza della Rotonda,"Piazza della Rotonda, 00186 Roma RM, Italy",4.8
Plitvice Lakes National Park,OPERATIONAL,"44.8653966,15.5820119",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ymUjInK0ylyNExhtSXrJ-rIHnDlt06tvazep6S1yCE4M1e5_tpCONpCMXvTlNrmFpvXbwGoCp-AIcCgrmjO9U_5lp2GhQB0BAaexMy2dohNTXZJ3lqoaYpnFX3Wa0ruzEp850DQ3KZLX4mm2zhx6cjRW0HRIv0cDIGv05fyRVD0dWu&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Croatia,,Croatia,4.8
Te Wahipounamu,OPERATIONAL,"-46.016433,166.634158",,"point_of_interest, establishment",New Zealand,,"Southland 9691, New Zealand",0
Pantalán Puerto de Sagunto,OPERATIONAL,"39.6519978,-0.2055155",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wIi5OId5JXva5axTR1mrwbEebQR_B1IoD1XPamexRgHMDRaghVK8R1qAYZ9cPHeZJBgtOsq0Y7FNiHQ8KJ-ZQyMexq7w-wWRlJMQTfA17PgohvRrXNBv_-qUwCe6tJ6DPolmUJVHPDcr_0AF1tU1syZY2XhIyB_JXcZ7Sc58SweHI3&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Spain,Sagunto,"Puerto marítimo de, Sagunto, Valencia, Spain",4.6
Amalienborg Palace,OPERATIONAL,"55.6840588,12.5930201",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xXwonic3iA7-YzaO-E-U0u3omrcMwSIqRYaDK4YEpQAz8xKL6Vc3YgTeW2sr1_rvdNox5ObUC4XN5nokHkKSBDUyCOK7JVn2cXw5gGK0WTu8nD924c6Zecl1QkExCkAzWfBw17Sns5GwjUuRigdwv8qw5sxAba5sz4DeNXw2YYmDA2&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Denmark,Amalienborg Slotsplads,"Amalienborg Slotsplads, 1257 København K, Denmark",4.5
Old Quebec City,OPERATIONAL,"46.81291720000001,-71.205463",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xkRYhwi4k0h9_5KcsaO-hpGnha25IslH3MR5iuieAEwlmKh-aAuC_s39UpRm-jcX3jtXbbHiG_qjDn0WmvQBVvUs-sazxkn7LKwNs-fqc0Xzd-vHnQkjzLkTj2IicqMWv8TLWis5ZYop9savOYhBMsltCyGHb8IVmYR_fr181bJNQO&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Canada,Québec City,"Québec City, Quebec G1R 3X2, Canada",4.9
Agra Fort,OPERATIONAL,"27.1795328,78.021112",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wsM7GIgNqtpfXCP0m4osQuRCv2YuBDDYsJdfGGqWijHNJGns0UIwbdRoGF0QY4WlNTkKo27smXIfbFYvrGAY9m_uMyTfE5faID5gHKR8qwFIxyU1gKTUVxV0BRUpmiXPiISYQxHd3tU0rIn6OhW6-HAOTErNqkJgrkBwp9L6cXeKaP&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",India,Agra,"Agra Fort, Rakabganj, Agra, Uttar Pradesh 282003, India",4.5
