name,description,coordinates,image_url,category,country,city,address,rating
Vinson Massif,,"-78.6340646,-85.21348920000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wBhEUFUJ1jCbWOOn-t0O-Lg2eh2-03oYizasRSfv8vyniCCeKXpR1lzGJHaQmIvY881aKq_Z8yZnA7VaE85rKN5cot7PQqPOQaRdr8f4UhFJQiS1siszcaNWh7EkYpOMYi8HNXNon0q_v52-0zADwKBwbwEyyC5fN0ygz6N4-ZN23C&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Antarctica,,"Vinson Massif, Antarctica",4.4
Lotus Temple,OPERATIONAL,"28.553492,77.25882639999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z_rVkiQdHCe4BsN2ZnnjRgzo_AetcqqlMGm-fPYl8ZJEfxglK8dfi0Fw532ixniAIRSwthhUCUuLZNvOxZBq9uVXaLIdoSPqORM79usrQVCx_Eob7Q9Ze2vvUeFfRCE2DjJaHEa04jHVxDfpmsgi85IJziYNNXemo8uHdkysS_mhb-&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",India,New Delhi,"Lotus Temple Rd Bahapur, Kalkaji, New Delhi, Delhi 110019, India",4.5
CN Tower,OPERATIONAL,"43.6425662,-79.3870568",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x19dhiILVMrWMXSUVPpiRICXB1mSu2rDczkCtFaZFhT5bwkPX80B1Qvj7I6tRlPd5bstYHaPCS1uvw99HFCVwYFadwpn7RHDKuIMIywtFYOygYvJOQ1avktGt6OBgEk4ztDLYvjuBiImx0-cb4yOQHSg1MmU35uJ2RX-pEMnOIIsTU&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Canada,Toronto,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",4.6
Piazza San Marco,OPERATIONAL,"45.4341668,12.3384717",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yk10TZiigaTpqCkquwyykBrqm3wpdn8-wJQ7FVrVaRi4l1H1wF23ePd4M7w-5gx3IkeTKNxq04UU6nMIOxYY1wro6N24YZPnZcmuNJXlHMM36KJDbRKt3QAUg7zrahD3Eqq_-N22AOf9fblMjXWVkpot_3zu9OGL63kUU7miXvePvU&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Italy,P.za San Marco,"P.za San Marco, 30100 Venezia VE, Italy",4.7
Half Dome,,"37.7459192,-119.5331992",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ykGY_uxYjKBpcmOfDtKolOk73oFjGRiIl_p-JO4LpBjnUbAaBqVVyH1bAjAA12n00fIpEEWm11IXNvF9FeNesMN9hQ4KGpv30soaeadGJGkPsI6veoW2TyOJ-RZ0Ly3fJQAVDZqJHCA4_A8OfllLX0csWcJnjnf8enQbu7vqfuAOMa&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",United States,Half Dome,"Half Dome, California, United States",4.9
Hollywood Sign,OPERATIONAL,"34.1341151,-118.3215482",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ziawliScCEIAi6hNvX324jId-L9iCOjGF4GTbXviaFwz98H_GxRS2-7GFIII6y5apQadCNxUau5HtmFTQ_uEdK807r3T2HoatSmijdSO3yz0PuC4hOXjUsbnikMfFRo7t_u3Apd4t5lkJTbwlHG8OezEFxQ2YBNfUEbOhFLLWGvXA&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United States,Los Angeles,"Los Angeles, CA 90068, United States",4.6
Twelve Apostles Marine National Park,OPERATIONAL,"-38.7024506,143.1067269",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xuilRRThg6iukfVO95czEN-iX1kgns12Aa0smS6zwpt1VHdHdMPRqVXYgNUjm2bktqFwG1_oy7KwrxJwCLtWuWlj2xbKZslF9jzfEe_oYatXPnph7YMXnSSIOPbAi8LsPQdIEkUDkqZlaADOx2bNEn3q7r9jPksn8A8YfLUztMLUHo&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Australia,,Australia,4.7
Gibraltar Rock,OPERATIONAL,"36.1238458,-5.343525000000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xfq4duUW2bdbCTKRwDH-WlnN10WeTTR-8k3tYVqrjqcsk9AkpXyZ9MEzgcqMAX4KT5jgpncXIN2-NvuMTMxcRFi-cCnu3y_AXN_h_kTX-LcuDwCWQ0KkQbTNesx8nrcxUoC5XL7_JX_uudVwd-7VGiexnU-cqf2wVmtTij0YMN4fda&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Gibraltar,GX11 1AA,"Gibraltar,GX11 1AA, GX11 1AA, Gibraltar",4.7
Bagan Landmark Hotel,OPERATIONAL,"21.1723576,94.92390809999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wf7d5aoi8f_xkmh0iS7v5RNHGSs2k0RLiiYnOvkK72V96rmq18z7_T-T5I2fdUXKMdxxG41q-iHIGv_rOwSj3R_JR2Bqehq8AXdVop7FiQ2mStxG2rj-ZU8MhQam5TFLSYyr3-HQ2K5taWtCR9jJ1h82SPS2MARa6wCvGcOl-ImGxf&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"lodging, point_of_interest, establishment",Myanmar (Burma),Aung Myay Thar (6) Qtr,"No.60, 61, 62, Airport Road, Aung Myay Thar (6) Qtr, Nyaung-U, Myanmar (Burma)",3.9
Baalbek Roman Ruins,OPERATIONAL,"34.0068302,36.2060096",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wwXx8x3q2QUYuxB8c8pgo_3SuXF60mWqj5MICMqmzrPYv6W5sbwuiszOoRyGc3e5r-3of1-p4IuuO9HFLvk7mQKFXQLfxuDiK33RsImP3CFsEgC5cPz9YedEZ52ZYdbkoH3yoTcQ5wYO9m6K5VJvFShags7qi-tN5DzOjZSfU_2muw&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Lebanon,2644+PCJ,"2644+PCJ, Baalbek, Lebanon",4.8
Kiyomizu-dera,OPERATIONAL,"34.9946662,135.784661",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yaUKzdMNkUVSPkqp6_q62fqQIH0yIRqb_DkVKcJHR8P0sHAK3mE9uGXBMj3D9Q4_dByD0SKtKW4UfHd_mQ6R3Zr_HMyz6v1xyEIvM-BB3H-iZ7o41ZSPHjijp5KzPB2f4eNaE49HUoFIVPodiqyL0jYKIu2CCRkAE6SdQ83nDKJvdp&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Japan,Kyoto,"1 Chome-294 Kiyomizu, Higashiyama Ward, Kyoto, 605-0862, Japan",4.5
Hawaiʻi Volcanoes National Park,OPERATIONAL,"19.4963669,-155.4661859",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zDL11QHNhqixa25xjGT7AtmWveTu9lw6y5Cj3EwuBb0ADsAenxykpRZXopJAOXSXApPYI6rM6rEGTaEiBd0NrzWaDLJ8YD1ZyuXOA6bqTmu6SGOheeObuBaADtLPX81U_Ho7IS1mfZKFdHrCIRf_iHQFA97OHGkIXs5SSGMVDqHPZw&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,"Hawaii, United States",4.8
Independence Hall,OPERATIONAL,"39.9488806,-75.1500349",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x4jIxw86Og8MyFVkLQ5eureUy5vybK_biEXXxuL3LviHgW7pXsf8FUzQ7EBy7VeMIhFvlWf2FvwTobrT-UZVexxhcNyWnnNDnFkHJ_o-_dseLbSdU08tvwXsojHapsmsr1CqQnfuZTz4EW9yhJE1KzeECo9pgDpfDA3dIuV03HyZX7&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",United States,Philadelphia,"520 Chestnut St, Philadelphia, PA 19106, United States",4.7
Arc de Triomphe,OPERATIONAL,"48.8737917,2.2950275",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z5km96gO66sA-J39dUIxKBScCmNAdi83gmFJRwIX-dUqUvdgPdsriNbKMPVG30EGfHbYaxB3-hejiek2Xs7bo0FYNrI7xChCXYtqbiw3tXWbseb51IxNq8LQJAu1B9q7mpLVFj0UQwwrVFP8xUO3oJCgFH9dVJTO8965NkTiXy2PfL&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",France,Pl. Charles de Gaulle,"Pl. Charles de Gaulle, 75008 Paris, France",4.7
Emperor Qinshihuang's Mausoleum Site Museum,OPERATIONAL,"34.3841153,109.2784918",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x9pd8Ai2YYykU4yiz_OJF7XL1mqoN3HWiuYJZEEMDdLRPdLFRgPJbEjI-rieLpbuDENHlLVmEIXeydtXDtVvqXmP6c3NQPXO5Wi4Rh-_QHPS0C-CIHp7UVFITBmDimA6Izu-8VXtNbOQiXS0m-zhb0Q0ahGawyfOPxb0Am6rbv0EX9&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, tourist_attraction, point_of_interest, establishment",710612,Shaanxi,"Lintong District, Xi'An, Shaanxi, China, 710612",4.6
Registan Square,OPERATIONAL,"39.654867,66.97561619999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yxPSsm-kI1Yr9kdKV9k3lwGzRiyYs1aj3qNhE2YexXxkyerhT1NbW7pDFNfOGyG4a3xKe7EugxGl4uHUlfoiLnL7YnRxBOLddU2FwhkzDoQ8BnhqV9YMn1wikC3nEufqO6ABiP7oLVQ98moiwiV3xXAlUYD2Kd1OEC_p7rMYVvvObG&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Uzbekistan,Samarkand,"Registan St, Samarkand, Samarqand Region, Uzbekistan",4.8
Centro Persépolis,OPERATIONAL,"40.442964,-3.7048922",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xpmAIz47vLkBzz2zH3XJq18eoRXSWnZimqYaICe9yTTozsYpuSyuzzhcx4CI-8t9O6zKPVnDuW9NS0NJlRAwkxwj2FHS0-thN-HzLfBUYGHnhGfERf7ouAx5nnsvrCzpkLtgAgUIDB7dSOAkSeiv-WbIFniOWHfizCqHBLNB4hjX4B&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Spain,Chamberí,"C. Esquilache, 4, Ecocentro, Chamberí, 28003 Madrid, Spain",4.7
Templo de la Serpiente Bicéfala,OPERATIONAL,"17.2235985,-89.6301493",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x01mbBnVVUHfD_swXnH4HKnofKf7wfXGY1yIdqhGtuiLtfI1Z7T6RLAMozHBmNjprLTpYj130t9rOPVgygxTeJu5zB91ECgUCtcYIe-PTHFQPwPwV2BeNNVNMoqojS72qfOz_1e76QuaDktKCHUC69nDnZWbzTekbEe5yNR-IPE4mG&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Guatemala,Templo IV,"Templo IV, Tikal, Guatemala",4.9
Salar de uyuni,OPERATIONAL,"-20.1337772,-67.48913449999999",,"tourist_attraction, point_of_interest, establishment",Bolivia,,"Salar de Uyuni, Bolivia",0
Borobudur Temple,OPERATIONAL,"-7.6078738,110.2037513",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x9kcLlnCbPCS0ZNrb7ka8XOZr-jMgWmFAJvmFA5D7YZ6o6Gzc7ulqH-XoecfbjkyeZJbVN7aGU6GIyrzhn2CpfcsAVZdamvXY8So4NkyQ5FO2ZWa9JvTgCGM608947VwODyVDBn-hnqtbuYMKhm6e7s8FIflBEm9WdLbP4dLOm9byk&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Indonesia,Kabupaten Magelang,"Jl. Badrawati, Kw. Candi Borobudur, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah, Indonesia",4.7
Buddha Stupa,OPERATIONAL,"27.7214694,85.36203499999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wj1Xdky4A65QhuMrcYViwf8FkXOWM5QAliKgTYkTAIcSGWiEyJH4ukU3BRo3dowLnXmiyZqPgesImgYwXKGyL-Fbn5crEbYZuIIutvP3nVm8tgymj_lRMfte_r8Rx0FeVfDS0rNq0cRUYw5Tze9BtQl4Kh7XNlGm8AZC2ztjsiwvbi&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Nepal,,"Kathmandu 44600, Nepal",4.7
Petronas Twin Towers,OPERATIONAL,"3.1574693,101.7115639",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w5eHhy-0HYILSGzxL3MrUb9DqNYV7uigWt7FQYIgfOZ68GjeHCBmq7WTa077EqFZjyX1ZjqSfooJzNBA1z39NnXfbdcMHnrVwknlQ-fISsfS_QqQw3jtwRamSh7XRD9SnpAz4bUngY2wevF4Wk0RzeNaDeEIx7MEca4iX8zR44grHw&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Malaysia,Kuala Lumpur City Centre,"Petronas Twin Tower, Lower Ground (Concourse) Level, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Malaysia",4.7
Faneuil Hall Marketplace,OPERATIONAL,"42.360189,-71.0551145",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wIqqf_0z_-5J-DSV4h2xU__ZNEjsyUQlIXpg4mgIAWurpv_ccZrSHom9uoaQYh0HS_ORvyhL9LorQSymWuh7FsIKR4yiKQwwUNnlViUHHPqskGYeTPk8z3VNKD0o91W1WCjdjw2C4UIRle_EQ9D7_H978-eNGBboF3wBl7Br1m-C1Z&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, shopping_mall, food, point_of_interest, establishment",United States,Boston,"Boston, MA 02109, United States",4.5
My Son,OPERATIONAL,"15.7687821,108.1193154",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xpe8oyg4wQdnXj7JSbQOy6NMYjXLbwkb65erlloJ9OaEHB8bq7FUY83s2UlmbNvH5UjfUGXfj4akwio0l6IO9bytMzYlu5sgDmBGsCcGxnPdBc2NknuZ-f2g0-ejvqYCyRfjknBN2SCC0EQl152KwXCg8qjpzY0Fggb83JD-99O6aV&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Vietnam,Duy Xuyên District,"Thánh địa Mỹ Sơn, Duy Xuyên District, Quảng Nam, Vietnam",4.5
Forum da Construção Tradicional,OPERATIONAL,"38.8794931,-7.169491199999999",,"point_of_interest, establishment",Portugal,,"7350-092 Elvas, Portugal",0
The Grand Palace,OPERATIONAL,"13.7498558,100.4915765",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x-eGuZnfxt3F0XIuRKK4ZypC1qqoHBMzd0WlJ9cuhBNXrcDebBv_nHNI9oFji99F_qCbESwCZXfE7VBkArTGET7VE6xQH3nU66g661TY4XSle2O5XSrbPYSr5-GfLJDUdBIAYBOLDvEZsXvMfWCO_xScC3hIXAq8YnYq6guFshXR6B&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Thailand,Phra Nakhon,"Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",4.5
"Rock-Hewn Churches, Lalibela",OPERATIONAL,"12.0331956,39.04338509999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ySS1-249rdece8iv0uBoEIGnvrE0uUPFurU_eh75qWs81TXgVZjrq-d7fnndMo32saqWGIPj3WFpXsiN0UaseMzAkotbsPN1gVib8Di3EmcyGCOX4_Htg8VGuOjwt42preqooMs8rd5afyHmU2Ds7pNRLjN3tgXc3-uaecEuB5oWlP&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, point_of_interest, establishment",Ethiopia,Unnamed Road,"22MV+79C, Unnamed Road, Lalibela, Ethiopia",4.5
Tiananmen Square,OPERATIONAL,"39.9054895,116.3976317",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yeGKYSy1kgoQdwKQaI73vZ36h2YVFv3aHXjMBhQx55ANZuFh0R8RPoyBdjiRHlkKQWtFRszGOlEEYOxRhaZrxOYM_GOgnDWBsEOjBOTbpPm9pCqM2SwH1Z2tQG_uL8xSqZVM0P3hjEoOeU77zg8AoLC3CRhKq1HsD-0ddc6VHVKrMF&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",前门 邮政编码: 100051,Beijing,"China, Beijing, Dongcheng, 前门 邮政编码: 100051",4.4
Jemaa el-Fnaa,OPERATIONAL,"31.6259521,-7.989049099999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x7NUXv3UsFEAamDYrhTKqYZtEqIk-Rcmd1m5hoVdL2IemjNUeedyaWMkcH8ltF0SeV4RIJVropk2eCUXwt-Ot7Pb_o5fFGOBSElhQVcF1ENLimlBXOsjdiv75tbpSMU7if0KOgxvmgTHyrTaLVzHkgTAp4j1RbQ1JAoKpdFFkZqJM&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Morocco,,"Marrakesh 40000, Morocco",4.3
Ngorongoro crater national park,OPERATIONAL,"-3.1661679,35.5463418",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zETk4W_D2mY9BudSryAWTJiFUkqb1N7bgh9ltekQPJpLF3Qjg0_BthoTyfIYG-MkR-r6QqQ9tKMyKU0jO1Y-zmh2Y0bKfxKvVDZo8iXKbQVsHuqH9Nj8lLDkzV6xLF3lHAYc0kYezvfduVehvm9eh-aiBxIQAouWayxLB224lPburm&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, point_of_interest, establishment",Tanzania,Ngorongoro B144 Ngorongoro TZ,"Ngorongoro B144 Ngorongoro TZ, 2565, Tanzania",4.8
Laas Geel,OPERATIONAL,"9.781160999999999,44.443483",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xin0xLM30fMWMbSz9IEuIwGo6z-_XlqfLiO4n_8KORkFTeO7xz_CHPMR-iX4lJu5GWg8LTMCAxB1hTBtNb3n3UNyZqKlmfSHFUKOmGp6VQaFhN8hiI4reb_arrzUUfNtwxsCkkxrd7H2z2M99w8wkR69bjJ8kuUUMXC1nHc90J1DmW&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Somalia,QCJV+F99,"QCJV+F99, Hargeisa, Somalia",4.4
Changdeokgung,OPERATIONAL,"37.5794309,126.9910426",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zK48Iq3X-vVsmczf3X_t6x9DYtoNYIgoihkW8IPqEYf91o1wNNHXLsgFPTGIsjM_aA04R0nabm52Smjfd2mJOLTT80RylXC6GhMT5NQ4mrqgeAd4B4LRPrGzSTY86kUrfoNTPf4D1I4fP7K6yd4k20BaC___GQptdFg5aIaOFO0N4A&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",South Korea,Jongno District,"99 Yulgok-ro, Jongno District, Seoul, South Korea",4.6
Savior on the Spilled Blood,OPERATIONAL,"59.9401,30.3289",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zsrGbChBt_UBQsLQ4DDW9VMkhXDTWCqW1pZ5wLlEiATERhDnUTY0vtObrLR6LrycMDRNqg_BCHJR_V4yPd2Im3DjetL6-EWvrxk2zjdoWbrTTJz60-cxYqKSfKiMpoxVOpqSUrc8blMWfze0atCzO0qxH3Re2zsPg9KtZ-WqE-EYMh&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"church, tourist_attraction, place_of_worship, point_of_interest, establishment",191186,St Petersburg,"Griboyedov channel embankment, 2Б, St Petersburg, Russia, 191186",4.8
Alhambra,OPERATIONAL,"37.1775186,-3.5899539",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wxJPqnqZO1he5eLMwDoOHVVNU6Z7hN2UDhWKo9_ZwcX3VaRwmAhOINlwhDnCFJwzQ9A-x552GvJZElerJ5B-3mNZ3mgx4qJmWCGjzCGHi0h7NDABMS60bcugziP5pAUF52P7RVH7oYNSmwUb3GGxOizal2502EXklI2ceccX5-a24&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Spain,Centro,"P.º del Generalife, 2B, Centro, Centro, 18009 Granada, Spain",4.9
Temple of Heaven,OPERATIONAL,"39.8819703,116.4108996",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xu5NXE1qmCm_qHeT2Ukhv6T-FSeHFEp-sm9BVqh0llIue0GKzRpwdoviA4uExb7Mt8b2yagFhyVKroKXpJVgx68PQzgtWHOrUOFc9XlH41kKbtc9CIcjf0uyUEEFc69GJEr9sdlGu1y_XfNS-AhmhhfK5b7fdVpmLzrVf4g6auVPcv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",100061,Dongcheng,"VCJ6+Q9J, Dongcheng, China, 100061",4.7
Cappadocia,OPERATIONAL,"38.6496103,34.8354581",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yU_Gf9f1DCpB7ZcgR0bf3HtJ-27s_EC6yT8mv87ByIvUeX7UH4dhBmDCEC9J-GopGZSF8Q6KXtRyvsm1vRlJQKGlyxeYVA3BZCzNr1CnuRCSGYk8u9FFV1LAdHDWy9nq4BfkPdlZn5zquBdWQ1ms5r7xE4BPWnbH1iHp_vSNvXmCyn&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Türkiye,İsali - Gaferli - Avcılar,"İsali - Gaferli - Avcılar, 50180 Göreme/Nevşehir Merkez/Nevşehir, Türkiye",4.8
Kinkaku-ji,OPERATIONAL,"35.03937,135.7292431",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wwN-iVPuktMUgPvCYeJQ_cIed12kjAIAwG2SeNHvblAqwzasRNpBCkQFJ8wfLpHC8vN3Lns74oArc2776gYWG0KzX_35U65CM43o-4CTVDRS9DasotrMJVQvSDvPK3DRzO8zc66afLwsA97tiqIW-6mCfNHSljEmstenooDM8vZFof&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Japan,Kyoto,"1 Kinkakujicho, Kita Ward, Kyoto, 603-8361, Japan",4.5
Kyiv-Pechersk Lavra,OPERATIONAL,"50.4346375,30.5572558",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zanAJYwkJsr1pE_Mx5CYsN3EzU9KpXI41WI-eE3IaJI4uO14lZNrDMXFsyyChF41_OEZhfSn7Cnr507_F8t1jsPCGQuhh9k2vstb1g-jem2nZY7d6jOdhmulIg35Sy7kT1xe3Do02LleuKRLzJhzsm-grHyZXuHYq3W6Bzj4UmX0wQ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",01015,Kyiv,"Lavrska St, 15, Kyiv, Ukraine, 01015",4.7
Delphi Archaeological Site,OPERATIONAL,"38.482572,22.5014397",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wBvpowI8QBnAjyh6ag6_VU-9CelQJu9KiY2RQlDXOBIIZOFSQbOXeIJl7CASdvWFDvURZMp18qN5dislZrbAkY6d2YeQzQMK-wkDcsMfd1m4_P5pSxeS5xG5Iz7_-PKPvLDwwULBlHr59nS1H1UwvS6scRXVBmW3-SMSMuTXDppaZg&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Greece,,"Delphi 330 54, Greece",4.9
Himeji Castle,OPERATIONAL,"34.839449,134.6939047",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yEoAM8pEssqcS3CLVu5w8_UzSsWWjP8z8Q_o_FkazgUzwRQ3vlpv8be_dDo00x8AUxLQXAURjD7zObcmTv56rlMVjG2tsS-9NiyeLpqrZml7ziXb3RD5IoWIbm8TVGPPFOeGVDmrLDGmICAlQxz5_Mz7tk4Y1XM61v8SE4UxFkixnf&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Japan,Himeji,"68 Honmachi, Himeji, Hyogo 670-0012, Japan",4.6
Hattuşa Örenyeri,OPERATIONAL,"40.021058,34.6144298",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w6KZrzjTMdcOsRht7aJMouO2H0RIWBBlvdtRQMb0JAMmCQBnGgjGCn4t4oGFPdh89RvHY1qWBpGFibZPmMzzyIRStaUgqI11LBmX3Hy0GP6qizdjEfRPwsN7oikkKtcQ054r8OGjMelmfYyBL_Qx0fiPtOXLAEXbA3tAbRS1wviazN&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Türkiye,Hisar,"Hisar, 19310 Boğazkale/Çorum, Türkiye",4.8
