name,description,coordinates,image_url,category,country,city,address,rating
Charles Bridge,OPERATIONAL,"50.0864771,14.4114366",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27woV0LHHIjMPO-l--Fh768X8xFEK4bENb3gkI-98dJsbwNGJZodzvcq9g5KYxN7Cpw-WpTSrd6v4qqJArHShRQ1co4FS20csk5OFq8KnH7zVdLWkITnXspS8zbrNKuOD7KIXlpiWFeQJ5z4UwUcBl9rp5umfiSb8fstyVzyTLJDjPQC&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Czechia,Karlův most,"Karlův most, 110 00 Praha 1, Czechia",4.8
Okavango Delta,,"-19.6510095,22.9058802",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wLSuXNv_RedJPY3usEINm7CfcKPrVHyPwmgURJB6DYb62FIhudldj5prd9FK31R3isucdLL3fcCgY3zTK8Q0KCkQ2OuB6DxncZRl3DiEAynaHu4gB3UGv1mPynLf_DJQ2gozJNJ9wIyYNkDURG_CoHdyHky58LIj_BqqjYMj1z20IE&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Botswana,,"Okavango Delta, Botswana",4.8
Duomo di Milano,OPERATIONAL,"45.4640976,9.1919265",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xgoRxxeu0mC8jNRuprlpJC7iEafoJdwiJGKAt_7Ow4F7Ea3aZo-H9sIiSAG0bk-55i5sMMaZvzc_wg_NygUKqdCY9rJAc54F_uVG-F2EzVsHRPFoGpaxRPTgLzMxgxYVJKyl73zOwvQ7kBPTG2k-S04PlODJFKhpAjvf1jesd1BX43&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Italy,P.za del Duomo,"P.za del Duomo, 20122 Milano MI, Italy",4.8
Parque Nacional dos Lençóis Maranhenses,OPERATIONAL,"-2.4859385,-43.128407",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x9MMox7YtQKQLTwM7RAR7_5UCbSXxGT4H5ch5rmcctuCWeka5vmxoZTRWlIKIcaJpyHdc69h_QK_bzNdSj9DLzIYPGAU6UYcMueP6773Wnw1wT-q13vAN7FfUtMYyoMVKGYfORfrhkgjC6ucDMNcX-XstDeslLDaWLbOEu6UjeZtQ-&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Brazil,Barreirinhas - State of Maranhão,"Barreirinhas - State of Maranhão, 65590-000, Brazil",4.9
Palenque Medieval,OPERATIONAL,"40.823841,-3.0485019",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yS78tNJb67Uyv1AvxSk-uecmxd07A6iZDJu90rKDLK8F6j5kM7ViAuLeH2__9Bcj00cTb508ye_JRu8A4X7pdFwe5H3AhJpcY-CC3n4PFU11yU3fQzINWGQ_sEqzLr2Z23FhE3qbByk5xxH07moXVWa3Q1PPFeC0BTcdMmBoJgPHBt&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Spain,19248 Hita,"Cta. Palenque, 1, 19248 Hita, Guadalajara, Spain",4.5
Palais des Papes,OPERATIONAL,"43.9508521,4.8076971",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wc4S_B1RQWRAMOSpzp-RWsmzI1KsiyouC1KmU7bdL58t0XdpLwY9f5gpVqE-13UYHbTJvto04xJ_9ZT7lfGpJhY81yfYON621-8oCBlI2Gy_7TLmKpKUikn4CYudCd5zwSzmzv6ekwAC4zSglkER1JpVbrtfAaV5_RjmFRFp3fO7RE&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",France,Pl. du Palais,"Pl. du Palais, 84000 Avignon, France",4.5
Chapel Bridge,OPERATIONAL,"47.0516489,8.307535099999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ymwEJAY6cUYfmkoGt5LeGHHxw6ZBFctl8mE4tkrJcO0YmdLqHm4Zq5xN868qocv7wLCJRay61HRY5EDbk-N0QUpAL2oUUQsyJYqEUdYXmdOGtY3xOUpgc50ealmT6jhPr5C4MA1H5hB3XuUHtBRJNoIbtY8KlWg5hFNxov0TA9qyHH&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Switzerland,Kapellbrücke,"Kapellbrücke, 6002 Luzern, Switzerland",4.7
Monument Valley,OPERATIONAL,"36.93851069999999,-110.0916343",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xUslqw_xa1wy5AaFmIu52Th2SpL--xCtBeW0iix1q6Lp92BUJqkXmnoMhu4-6WpLXMaAYbflEsM_SRrHCmavxr3r8avVLcArdvNtbQNxIZrclA9or5OdvGs-xQ0LnVfkboxzSPLy-w_0jyT_SNnpcu9eS0XLOrH2XwtqsePLFtegJ9&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, landmark, tourist_attraction, point_of_interest, establishment",United States,,"Arizona, United States",4.7
"Diwan-i-Aam, Delhi",OPERATIONAL,"28.6557639,77.242283",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zUlavLRLrhDVnQ75ABOhM0K50_xE7rhsDyB3LWvDvRyozMI59BG2TULOGkH6h1vuMvnh0s6qKWcfXKUU7gS1juQFy2eBHYzmBG45nn80v3gc21Xdv99oP6-MX0ckm6hlW6lXuxTVdW-3bmGc-6NczwG4Oic4EUBhq9mnBabSMhdNZD&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",India,Delhi,"M64R+8W3, Opp Chandini Chowk, Lal Qila, Old Delhi, Delhi, 110001, India",4.5
Batad Rice Terraces,OPERATIONAL,"16.9345369,121.1363619",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yl9THs9VmDEjuIsumDlBFx96MDRdTBFFNaeNdV5HlKgKDNlteO8f4qMzLGSnr3FMyGP4Laq_2gvlmpiLO8FQ_wU1YhYhuxvoMDu3GuQHJmYtgna-bwF5-hDeuak4AY6k1n4sb2QgqZrQVbkWFVCvgjJNB76RM93yqKi2VnIucUfoQD&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Philippines,Banaue,"Banaue, Ifugao, Philippines",4.7
Vardzia,OPERATIONAL,"41.3810511,43.28424700000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z4mEkVEb5mtMmXgLlLzeQc3c3iUvHWH31y9Y3s3qs9XmgAogZVvc9gzFB6WqsJhfbkX8kBJp9klb0CnudxvzBPyin5kE1l0H0urNaUhKM8vWQBNXdCJCIbSxDI7BQ9sK92fKma_K4P-Ez9XAXHHTj_VrLBm-sMIN_0iqpN_shiz_0q&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Georgia,97JM+CMH,"97JM+CMH, Gogasheni, Georgia",4.8
Royal Alcázar of Seville,OPERATIONAL,"37.3830519,-5.9902257",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yRN6aeA1zSq1NjExL4Y7R_qfqRxUbu4fTOxh77oRVqiRWEvygwK-MBLBKE9WbKxe9G2i3PPyy6UefUa6Mg1XbTXTbLKacn-O1RDgPbOCgd1wJxwUL6Qs77SDwObRlog3KA2_vxI3zZaAd7NFiC9j5ijr0d5UqmdRgtSqkQa2pWYsGK&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Spain,Casco Antiguo,"Casco Antiguo, 41004 Seville, Spain",4.7
Meenakshi Amman Temple,OPERATIONAL,"9.9195045,78.1193418",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zNlmAl8bDlWPwyRSYvrWOi8w_zUxkdJtaqahJvcphMf6tpUJHQGFVaV_HYkGRT4r3iIM3nmVvIgbdBzj0g2P_q_IEnd1lY02eyfJh3_v5UF-swIgRerX9Q--mfAT0RJRVwiRv80Tdm6ptOBPDyscWEq5jh6MTv0QKXCIAtKiCBZZYY&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",India,Madurai,"Madurai Main, Madurai, Tamil Nadu 625001, India",4.7
Walls of Dubrovnik,OPERATIONAL,"42.6417071,18.1072624",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z012ERQF3Jfg5NY1IQOwDIcH3Rglh_HPFRHhY--2jcStnyAig6AQVC8bUSUFknfxYbAnnc3K4CZ3XOZmAom5gKLbLgHrJg1Kx5EuLHIsnVJgZO3FSXEuXJ4Ppitvm7R8aAiimho-c0poDDJeXmST0az8hC45eegB6Wi9mcA_3hnptq&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Croatia,20000,"Poljana Paska Miličevića bb, 20000, Dubrovnik, Croatia",4.4
Rynek Główny,OPERATIONAL,"50.0618971,19.9367559",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w4dOuq4vFVenn42pHVxIfYibvt5fcKLBAmZLYnRC8rI5Js8T9NfOSFgHPFAUqGMtuBEtr-qtSpXspEwpyCHiwlR6IenHBqOP_B90RNNdaJb1cZrv5s18Q6ojwnR9Tsys6o0JPDRMRMNPgJoVr3r7VPuY87DyY24kGYTmA9jPEBpP8q&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Poland,Rynek Główny,"Rynek Główny, 31-422 Kraków, Poland",4.8
The Alamo,OPERATIONAL,"29.4259671,-98.48614189999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xWvoBBwGqO2fydKX0SnvOW78MYQH6fsoljDZVzaFaeSiJOgxQXJ2y_iDN8RnxMCNffweLe9jtMwnaGflr6lJXNTJjSB9tSCjQpDI1QKHUAWlDUK0IST_GBZfWOUp1JE7Oh5ehFFCdfhmSI_JAD8Vo6gt5gnJeY4W7_TNMxKQEZNXDY&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",United States,San Antonio,"300 Alamo Plaza, San Antonio, TX 78205, United States",4.6
Cathedral of Santiago de Compostela,OPERATIONAL,"42.880688,-8.544395399999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x2GScoW90ISatCykZFz_dNGjoFp_vKXGR9nB26jdlW_riMfTmv4q3SNpY7JxGdQt8WXLk4m7fB-6CpVcPoMQbyF0wnG78pC8kfoTHMtBwMsyDHtuOHH4g_rcpdRbXuSPQXzBYn0BQ4-nb3IegmVzpwmNnkZzqNuIyzoLC5n034RxIf&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"church, place_of_worship, point_of_interest, establishment",Spain,15704 Santiago de Compostela,"Praza do Obradoiro, s/n, 15704 Santiago de Compostela, A Coruña, Spain",4.7
Griffith Observatory,OPERATIONAL,"34.1184341,-118.3003935",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yMAExOK2yrWZNYLVRQFdbgHno_ZGmiN_Vg7A4tzV_Upx7Cm2fFp8TfNyACpMyCDOYXq_jBWYOOf6hJZsSRspYVgSXCNY54nevwYUDZDt7mcLWlNpdITVGH5cLNlOkhFLJ4k-t3oyp_1HbmJWlJjf5jbW9agk2TsqqjpNJxQkyHixCV&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",United States,Los Angeles,"2800 E Observatory Rd, Los Angeles, CA 90027, United States",4.7
Oriental Pearl TV Tower,OPERATIONAL,"31.2396889,121.4997553",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yDISPLF4CWxt7ai4QW56bLQHLExDy6xO4aY4FtSfPyfw5UKqt_TGY_GiQGM32ZvhivNf4A6D-P5Go9JBnQTG9qvaR4VIQ-_GcPsR2mBvgaoPk4QP_kqXLzv3DwgMlN3ANplJSzrlxuNf2lkL12gGK0s234yvc88DGt52ruOBfdDo7T&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",200120,Shanghai,"1 Shiji Blvd, Lujiazui, Pudong, Shanghai, China, 200120",4.6
Ganga Ghat,OPERATIONAL,"25.311389,83.01490900000002",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xcGpuw9J2vot_c1d9te9agyXpToWr6DoN_ci0Q6j2EJjADHsR4yQduaYX20aJn2nYDawm3ujiGr3nHrNkvF85qlOU780IKqTU_x-g0wRtrdmobpvPjeJjuLCDo1u_h8lqANPXS0VxyzRyKk8h-EJEEh7dFYknX8nN-Blb06VqbEUEX&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, place_of_worship, point_of_interest, establishment",India,Domari,"8267+HX3, Ghats of Varanasi, Ghasi Tola, Varanasi, Domari, Uttar Pradesh 221001, India",4.7
Harvard Yard,OPERATIONAL,"42.3743898,-71.11670029999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27we-Ur60Ku_20mh1UCj4KpDGSZRwgfC_ZVOdj-Xd1F7jzeNIH9lwzJC0WrE2Ft-Vfjg2QMRXmbu-sr7RGxMm19xoyFlK_xO0i0iX5jvXUaUtQsyaMU46wjw1ujq555ObPOb82hBdpyCCkn8Ak6cfjGh68q2RCjXhNMLFvYf801jlew8&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, tourist_attraction, point_of_interest, establishment",United States,Cambridge,"2 Kirkland St, Cambridge, MA 02138, United States",4.7
Taipei 101 Observatory,OPERATIONAL,"25.0336752,121.5648831",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zcjLlGdT9UqTNHFGswK_t-kU-f6WD3fYzV0cyMDVcoxj0_ShQAmJcrhfk231kjAu17jL9OqeKtUiD0SYbPL2rRFf4e1d2V9hNboQTrMNhVxgaEhbXVpSYMLBUA-eB0pHUytMVzS7YEwaJIbUx3qT-r2z8lFcTAO2c_GH7udlbZtgJc&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",7號89樓,Section 5,"110, Taiwan, Taipei City, Xinyi District, Section 5, Xinyi Rd, 7號89樓",4.5
Mesa Verde National Park,OPERATIONAL,"37.2308729,-108.4618335",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wfFsecmV8EckKSDCX-GeZhX7-Doge3Be-0luOgczA3xgYuJEP1LNsvsvSV6MW055ZqvWnp-6qyt2dXWEq3Bs4F7vY-aweKgMApimjogNTCaFWLx4_CjxfN8qCZsGpPWIB5wacp2F0HsHT8mMwyYtp51KCFxM7zFLH0xSiXVUCjpdjk&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,"Colorado, United States",4.8
Osaka Castle,OPERATIONAL,"34.6872571,135.5258546",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w4yY74wCHxXwQ8JzxyY-a00wDNcP4KmjtgmsSLzpzP0k-94OpYtcuPGh833WG1xIvw2mkVup9oyp1Xy0p0VV8N8rx5lUEVA0ItJnDiP0vkrOHtpKh2wH4TdyYUTqfz4a9UMdtsX1mYd0AuDryzwTHv7CL00XYJRfPwhlVUGRkXcMkx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Japan,Osaka,"1-1 Osakajo, Chuo Ward, Osaka, 540-0002, Japan",4.4
Tiwanaku Archaeological Complex,OPERATIONAL,"-16.5556724,-68.6727922",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yTUdLO7UT2p4I0zoFcTBt3COv12ol7PZltkW5YSLZF1v5N0k1CRskQi97HRVfjxawMHhwcC1jTGwwhtkcbQ1pLeF5bNkMI1Hx_dRaMJwRv4HknqvoJZ5SJWaSC2z8MQ4W8-E1ymcNO0fpuBVdeCfHV_A_ft4CFxtN5TEKTltmqQk2d&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, tourist_attraction, point_of_interest, establishment",Bolivia,C8VG+PVP,"C8VG+PVP, Tiwanaku, Bolivia",4.7
Space Needle,OPERATIONAL,"47.6205063,-122.3492774",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wQyzGRVUzN_SqIY8U7bNrCnphUFFlIenF-v48KhJ5M8kEJ4gkaO-5BNEV_Z42S24lc7VbZmygnjrAN8WLGxJF_FZ5oHL0siAYcGbP90607kEYQtdono726RE1aIX1x8P32fBebfUPf3MmA4VJOEMRo26_TjwUKzKHTnLUBHZKjkPw4&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United States,Seattle,"400 Broad St, Seattle, WA 98109, United States",4.6
Ellora Caves,OPERATIONAL,"20.0267844,75.17708689999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y2NN4MkzQ-kPibhqtYGPAwKM4PxCvup5071TvWlcBq-JieHiWdwAB6V9JTPNm_gcwXz4PqOWLOpfIZ7aMNtkJQJ34sxkO0Dw7yRbNrHE_9qgkubybAaa8Tuip371Jhm91vnUzQy0Smfu9rl_jUj0aUOLdIwfdwbY6nHgpOCjyucwZM&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, tourist_attraction, travel_agency, place_of_worship, point_of_interest, establishment",India,Verul,"Verul, Maharashtra 431102, India",4.7
VOLCAN ARENAL,OPERATIONAL,"10.4618624,-84.7026214",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xadU8UFptuqhSJmQoJM53DFSNWP6ScygOCMdb4cnhHHc2hbf3nHigQBacoB1oYd5tIgSTTf1DMQ9J_8EuQ-I8fEuBLqGl4FghCMjIro-h8HdrQ4t7mJQvyTePANtduUQJpoNR2iSUaDPmQqE0IycaeR9DB9c8-iKarFXJyKmd83bp3&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Costa Rica,Alajuela Province,"Alajuela Province, La Fortuna, Costa Rica",4.7
Duomo di Taormina,OPERATIONAL,"37.851003,15.2828697",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wcl_XiDORR7RgEUig-nVFdKa-1oaGvXaWy4nIKH0dwsl_L9YORAcOoUcNaLUuOAj1TSj5LoeuBT5FbXxrcmYYJBe3DBaMyIRyxYNgLedmHqnWrnJULU1YTvzv9sD-SVTTBy4B2iULKCvsxYtZ91XLAsgmGxjyslrvl4Vgub7yyy9VJ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Italy,Piazza Duomo,"Piazza Duomo, 98039 Taormina ME, Italy",4.6
Kronborg Castle,OPERATIONAL,"56.039332,12.621799",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zGal32ds3NX7BMCfg6ZmSg7vKB2PyV2Snw-p2ZtyCgr1PpR-45FTx0tbZXZCQmmBOf2-Ys9J-gVE4daiMmABWZ0_zhMbQWDVBslvuGWXiUPDr_h1F1h5L23UEyyCbuqjKX0pMnMQlDb-8HM6JHeX97tuzBVxo_mnOnZXRUHiMLwEE1&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Denmark,Kronborg,"Kronborg, 3000 Helsingør, Denmark",4.6
Glaciar Perito Moreno,OPERATIONAL,"-50.4714258,-73.046472",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wILGO0Z917pU_63e8vyW1vhY4rntBvGdDUBls8mco8WO5K6atY0Nt7ffmU1oh4kmBrzu80fD6POFWTakbaXGTm4_dskyAe37ToMPP5kCvgTF4xlEuii1tuheDjRVPWHwBSoxte5ug1vymYZP3vQsutYEv2Ra5fveFlSsEHCMlhEs3S&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Argentina,El Calafate,"El Calafate, Santa Cruz Province, Argentina",4.9
Tokyo Tower,OPERATIONAL,"35.6585805,139.7454329",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z9vzeyo-kS7cU6ZSFbdBflm3emRvD_10AWuqVsmWkAzb0FxpGptRH4cPpQ3MYhfILOd8YYLESWSTfBRqS7RMx6g-irw2sywog9VBeSCwkdqjbPADBCv37VSdJDkiCd7QXvoYEqU2ePNv5v6UZS6j0fIpr0FfFmBF4m9c5SnuudSMAy&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, shopping_mall, landmark, art_gallery, point_of_interest, establishment",Japan,Minato City,"4 Chome-2-8 Shibakoen, Minato City, Tokyo 105-0011, Japan",4.5
Thingvellir National Park,OPERATIONAL,"64.2821725,-21.0764492",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zNR9rWFhLujcp6oobT-Vd8ujwvFWbmLEcXiq04k3iS-lh5tcgoRsAJN0VHqHb7CSWjTPR6B-BPxMlcjNLRw5_RcCS8FjXYZGASYetY7UyGgkRmltnPpoHDtuSLZT88xcmpURul3efL1CuZumzuhz92ijMybI3IOX-6Ppt6nrfEAlZ3&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Iceland,,"806 Selfoss, Iceland",4.7
Ranakpur Jain Temple,OPERATIONAL,"25.115658,73.47287349999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wfntankWHx5BQDe8unATJDgKQBrLELQ2wjUqmmFVCCWPiZ2tITh-HSb_1xknBcIJWfC8A96R3y4qLgZUlycjmYFYRX07Diq1qWUoYVdEEgOtneOlE2UXjnXNw6HA7-xWCuV-PusEga67-yz7r1t80LO137spekasXlbeorPUpuWx9i&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"place_of_worship, point_of_interest, establishment",India,Ranakpur,"Ranakpur Rd, Desuri, Sadri, Ranakpur, Rajasthan 306702, India",4.7
Ilulissat Icefjord,OPERATIONAL,"69.0933861,-49.4307336",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xGe5QrqAelHAWxoesiUrlpWdh4Lj0BQ3CRJtpElHQisnbZyPArQKE37xHtuf4zZxwD2W9RM9MlrmLzITFEDhcZJTzRiWcOmUGcmsqwLVML1bdBIZf6Dx5S7jes6isOjNAUsKuuSdxfLDCxLpjsCvlxo20LTMy2qHFlz4CmeyxenGKD&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Greenland,,Greenland,4.6
Mir Castle,OPERATIONAL,"53.4511897,26.4729219",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ylzgKxBjuLg_ML6rOnmikSKTx5WeZv1F_fYnZpPNWx4h9KDOaExyAYX74Ti-z77AskhAwk-Ir2wKaEW7AvWvGrdD9G9dCG9AnEkPsRyEnxfbB1TtxsdTjQhCAFSUjaPqgDMjtvnC3bEG0WNAIBVhmzj7szFXiBQANh3FrTrCducCq9&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, point_of_interest, establishment",Belarus,Mir,"Krasnoarmeyskaya Ulitsa 2, Mir, Hrodna Region 231444, Belarus",4.8
Serengeti National Park,OPERATIONAL,"-2.3333333,34.8333333",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zEm2oX789E-h4jh9V_3r2t4I62nWLiYxGhL6F93jC3Xqhm3irWPS25T-bm02l8wcbikkoceJbUHXoWntyoNGW-oeBuSenTqYPjIQtt0F_HOdW0jtDmHc5YAGHTsCCUBJaCLFXjzVbhgLr2kiiQGRZwyCogoOd0TnByHOaWsrNMoB8R&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Tanzania,,Tanzania,4.8
Naqsh-e Jahan (Shah) Square,OPERATIONAL,"32.657307,51.6775223",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wQeSmzsAAhyC--SYFo-hY4RESLE7cMJGCivKoDqQ9A2eOaDcFKhFw82KwfIa_Qi1hj4VQVWcmCY2mq3gceUh03Dfz393s8uw-8-aREWIoi83QGOFFesQ7fZCacCwwwYDYHdqvb4Dj0U-_MyMQwKn6JCMAglWCAtWMjKSD0G5DRMcmT&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Iran,Isfahan Province,"Isfahan Province, Isfahan، میدان, Iran",4.8
Stella Kompas,OPERATIONAL,"55.77779959999999,109.620952",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wnWhb0BWvsm9XoNH4qpm1mpQcMnru2AByr4G15eweUCe9kA5ZgFywRNFiAZbT6WsBhw8Z3AzUq3_URiMHiw1Gr9kaJsl0YA3lWXUFAHwD2JL-5JUi0GleOvq6aKn0OxhOSwnZlI99-rQ9Gruj5GZiIaPZy7uy2xPruJUF8ElTfwuPp&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",671710,Buryatia,"Buryatia, Russia, 671710",4.8
Khajuraho Western Group of Temples,OPERATIONAL,"24.8530929,79.92157069999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wAMCZlxf3kjr48A8xUig8GpGZh-1sq-pCzu5dpYMixVHS1fbcz_40tF5iE_Wlch35mamQyx26smW24HPkytZvu4Lotdg3y9lu7NW-aI5m1R9D0r0ubkKCQX3yOvnE6x5NYUlnaVlWT-XjMrPxfuF4c4-VrNw5cydNZR21yx7eR4s2f&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",India,Khajuraho,"Sevagram, Khajuraho, Madhya Pradesh 471606, India",4.7
