name,description,coordinates,image_url,category,country,city,address,rating
Fairy Pools,OPERATIONAL,"57.25034309999999,-6.2582954",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y_QmbMOERPGFl3aeyKduhwNoV-gADFgdbW8NbUabRBNWtwpK1svYfj7uuo7wB_QgcmkESdaV-kCMY_3SmDEcrI-DuGR3KuIZGsQ1FQ49d-3JmjO7zoSW8FjL5n9bkHTVVqWcaKbVqUNL-sEvqvwmGUpVdhYg8424owb91bnUaiUaGT&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United Kingdom,,"Isle of Skye IV47 8TA, United Kingdom",4.5
Snæfellsnes,,"64.8443266,-22.6532696",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ycOQmHc3oP3M6vMhcNGIVgQ4RFu3ys1uXfQmYR6RCySF8F7Mx9l001Q9QOvczghIUn0sDIQylSsxzwZSkSrxhIDylQbqeA1Qgjge4cET86H-_05nYeGhcfAkWiPGu9E36NBIRY0eTI1-64wG0RjI0ZdzTjtHK1DpPy7fvJudOzViyU&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Iceland,Snæfellsnes,"Snæfellsnes, 342, Iceland",4.8
Saint Catherine's Monastery,OPERATIONAL,"28.5559484,33.976048",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zkKHIkC9sP_dakjti93JLqkBnW31uxAsnpSuOxTqqOPLhYZ1iQYgiQMRmlTPDdSBDkY8Hj-HhB_S6Cv_iwFtcat97a5J5ETWhx2UvtjpQGZGDNArxWUVgmPfPeqJoQpd4RvuQEXNVpEnvmi0JAA_GgMgid6QOTzh18Mdh9kJ6AotJi&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Egypt,Saint Catherine,"HX4G+9CF, Saint Catherine, South Sinai Governorate 8730070, Egypt",4.7
Yading National Nature Reserve Management Bureau,OPERATIONAL,"28.547951,100.32743",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yu0b51mo4biCxUfnR2KVjYuOf-poBMgQP_r9rUbtkhLypVNnYeOdselLpQ9N9TGafdXqhpGgYiKo2k1oTQRXlrIJA3iGESDiwskO6rXjozTFCdgODUQsJxaNYJLacQHgy-GSRYPCOSRubOljbfAbQ3Pg4P2wrpO6SYENpY3skcfFBq&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",216省道 邮政编码: 627752,Garzê Tibetan Autonomous Prefecture,"China, Sichuan, Garzê Tibetan Autonomous Prefecture, Daocheng County, 216省道 邮政编码: 627752",4.9
Manaslu Circuit Trekking Route,OPERATIONAL,"28.6101584,84.4645622",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wAIez-sqmz9wlDKBJhIKUaAjMeIJfbWFHN7iVLgDXK-mm-x6Fz711bVvdSvJTsBuMxOVsRCFDmeFtXgSkF4Ykvat4jsRsE1oGQVab6vRDKw3FxXgbz22kKmrumOzNDbtFTDsF98bKPUt0_zFxaVyN7pIWg4iFP7uvJNZovXwhN58Ee&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"travel_agency, point_of_interest, establishment",Nepal,JF67+3R7,"JF67+3R7, Thoche 33500, Nepal",4.8
Cotswolds AONB,OPERATIONAL,"51.7904231,-1.9585663",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w8hFWpZB35hWxbEulPFOL83g6cY79c97FCxEQ6S7G0Db5yktk--TOL8kuAR20Uw_R-xIhc3alFn48km1KQiSJeaqR2lf2rVJSd8RlcD150bMaGXMIGG0FBr5hjwEit-ADq8NIM4-SmPdU0WFswR9lArdrbii76t27yYnY5XEmtGWRQ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, point_of_interest, establishment",United Kingdom,,United Kingdom,4.6
Sigiriya,OPERATIONAL,"7.957032699999999,80.760257",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wV750JGoKgOAm8PBZF8PSJ0FiNUZv-KfdIgvQ6QO48J2zuiBWRTnnDfb91noBPWgSJo3em9wX24qqFlp8leGwedZkdrOegakSjged07xmyegJLIrJu4T-Fnda_GXD13a04dBu9qZFsXDCMzGTGTAEgBz48bNmXYdGstFl8DNDJOUTC&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Sri Lanka,,"Sigiriya, Sri Lanka",4.7
Sheikh Lotfollah Mosque,OPERATIONAL,"32.6573516,51.6786428",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zOAfUFGgLeu0m8RJLHqYObsy2wFgnN2iddNCiNG83VBZsoHw-tn6kYx61k9xZVSCAVkKM-Wsh_aL-n3D9HA48w24ObvlrtaO5ZwktH-NCRbAspZsGZypEe4pkszaefbnm7sdQ-Ofi6jZw-hKK0OfpgTH9UY57MjgZR-dD6p2Zypg5h&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",Iran,Isfahan Province,"Isfahan Province, Isfahan، میدان مسجد شیخ لطف الله، MM4H+WFR, Iran",4.8
God’s Window,OPERATIONAL,"-24.8768995,30.8881885",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ykZFWGIEEsu9hVAG6LGkQBg9DKy4LxcwfcAN180jDZxniMskkKiDWBtAR2UePjEADCKLPQv19Co4wnHiis6bxOKqImi7h2wW847RpYkEXz6TcRq8CVSIqmkZVR-L2VlZy5UIpwIOO-9GbFU1X35LHS8K8G8T7nXpd9W5xTkVqDiUtC&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",South Africa,R543,"R543, Ehlanzeni, South Africa",4.5
Fitz Roy,,"-49.271246,-73.04322599999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xfNGbsl2eTxlJTyH5TeTLUZhkxBcLxAcwmI-eHrNaAfaG8gM8yOY3fO98z1a1q81OhcDHhsZ16ZjwUjQlgCRbycQacLHI9O2_V0uRVJ9V9Me5OFUwmEmIEDxFFgevE62yHkZUs9WDWnbkGMHddypwTj1ObhEw7nvhUJchHUKTSFToN&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Fitz Roy,,Fitz Roy,4.9
Timbavati Private Nature Reserve,OPERATIONAL,"-24.407347,31.314404",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zNB2EKehlOGr5j7mh8SqMVvz2WRZeEo8yJVLok1doQquJf9wZHPJQ_ovpIEkSKi3qDkKa8k9Gffxyo48IZcExuh9j_yW2H90zzEDsPo3DWlxoZd7L3mRA5mABkFR_MJ5a8Gmm6xuNxnXmtjeu2kvvoYoV-py44aOQXi63f8p93ye9t&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",South Africa,Hoedspruit,"Hoedspruit, 1380, South Africa",4.8
Silent Rock,OPERATIONAL,"45.3066353,-121.8305414",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z9MBsco4w3N_trfW2llDJx7U2M9NwwSnpm-VB81gL-J18Bz7qxaj40R4Nf2FXljtzfE3SfPES529f3khFokP4ldBUdXF_p6tHiH8nFqbIjCPzV_YC5sCEehmkyX91v3xgjnjbvBVsnaA0crutkSN1cwJYfJUyMkW3QUdp9W8hxaAXJ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United States,Rhododendron,"Rhododendron, OR 97049, United States",4.8
Angel Falls,OPERATIONAL,"5.9701156,-62.53621649999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zre7lySjK5dL-HOjuXfLrm9xB03commUj4fNO0Trd5OtgVr-i7KivPTjN5gkSeOYAi-dXMYW_MqR377aI8dYIzLrnH4Nlznhsi27ms1bSUHhVKaW735GPosqr7vUvOVzoAuVCjnFx5xSzm6BWNPXKuMoF6j_sOKeNVl9uz-_c8uPOo&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"travel_agency, park, point_of_interest, establishment",Venezuela,Canaima 8001,"Parque Nacional Canaima, Canaima 8001, Bolívar, Venezuela",4.7
Eilean Donan Castle,OPERATIONAL,"57.2738957,-5.5161585",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wGvPyo8t5NBx2mZ8azVAbJmEuj0VmsBBsfLeEFXx4TzfPpiENTiQWky5yXosQupAeYNuab6p3BU5o9x_MExPR8l6WK2LvvDt_nTarX8omF5zmR_JZCNGLWKBmd-sT5vQD8_njZhiGnV2JlMDJo9b2IsZj6GBsYVc6Rv24HNaNg0WeZ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",United Kingdom,Dornie,"Dornie, Kyle of Lochalsh IV40 8DX, United Kingdom",4.6
Shenandoah National Park,OPERATIONAL,"38.4754706,-78.4534573",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xg9kp1GqwLCOMcfktsFU1pKRb9LJoTBDlq7Trj4O4MKyHjc4vhvMQtNYkddBe6Bn68KOwxKXAy2f2CV7FA31Rqad8Om7BoQLSKCFq6n5HoRkVw_-iBDSqTsjVNOJXUEKOg7uzT5ulUVTwr7LyW0w4zCECsUSoFG1o-dzVoaKyXtRQo&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, campground, park, lodging, point_of_interest, establishment",United States,,"Virginia, United States",4.8
Santa Maria de Montserrat Abbey,OPERATIONAL,"41.5933378,1.8376246",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zkZhxyxgn90bmei2hKBES-3FS4JK155rNZMd_dPGoAdjBPYVwzT_rUOr9UsLAFJcGq2V3PBwY8iYq84Lo9cTxddXnEiZcHW8g5Buxv97EjaK6LLjUfQouE6z9h-3eiblNrcDczZ57pQHWKHFqlQ5ZGdXOfyCeYfzO_jShC0XB5zAI&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Spain,08199 Montserrat,"Montserrat, 08199 Montserrat, Barcelona, Spain",4.7
Vikingship Lofotr,OPERATIONAL,"68.24392499999999,13.7851726",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wnrtV0lDy_8899axHE582_yfUr6JsaD4VTNeGBBY5ZaI_-IzXtnJhs2NvleosB9rEwrUOYGFQpr6NdH6UACkhsISq8-2RKhCHLleHjZB_l75QPHH2yvIdBaAhRnb9gX-6Lx7jz9XSd4LKyGMY7B0QE-k-kLdHRQMaurgEv49mrw8av&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Norway,6QVP+H3,"6QVP+H3, 8360 Bøstad, Norway",4.6
Dhaulagiri,,"28.698333,83.4875",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zFi0PnuB-qEB85AMc6DTU9OO4qnthr_wse6RoaES4HpbCBcP-q9o6dqf9bl8Xyv0W8ZnMQDF5Ljrx6RpwADKZCnednj9wEUqt3fUTqKDwPSDnkhjlwGENvg73R1qKa_1RiTN9xy2qpVLjLgo9BdSjB2ysElo-hzd_ADczseO36roqp&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Nepal,Dhaulagiri,"Dhaulagiri, Mudi 33200, Nepal",5
Fortress Hohensalzburg,OPERATIONAL,"47.79494829999999,13.0476583",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x5GXUzmoYO5iiMBC7mZMvvVxwBAZRsxO1CfISYZjXJ7EAjer6cEW49nD8AGlPtiRnXvwS3vo54v8TFb10Sz9jtmIaHVGJ4hOvd2dLGEfOJcY921nSLz3oxGzwnvGaIvgrUiWdovy3oDCQYfZOFphjttkdRBlmftCsc4s4A4kS5qAtB&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Austria,Mönchsberg 34,"Mönchsberg 34, 5020 Salzburg, Austria",4.6
Canterbury Plains,,"-43.6357606,172.1006571",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yvdicalWuzqZaaOPMjgkRe5QgE2txSFPM63r4w2QQIB94DKe8H9OP1S6O04J8rU-6B2yEKviSr2B_Y-GrgN_rKPiPTglJMcC8KJzoD3ohF9NwWoczLsQw-3fJRnNMZ736t7IHLeu9olAbH8M64blFA_GlxH0cgAMntKjb_lxNMG-aE&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"colloquial_area, political",New Zealand,Canterbury Plains,"Canterbury Plains, Dunsandel 7682, New Zealand",
Batu Caves,OPERATIONAL,"3.2378844,101.6840385",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xkqt_zd57DoyAMnXFYQNHQc4QmVzX76iQ7FzXSBdrh2kiczUnIE5EloOkwUs56cIjrVQCwfdIrclZwdti0zjSac2RjpoFEtDjJGsh87CMw-t8qn9ufIh9BdN6K9c0yudlWqN62PNjXPinYI6x9gxn1IVbrUEvnyr2yh6OoKjNof7kp&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Malaysia,68100 Batu Caves,"Gombak, 68100 Batu Caves, Selangor, Malaysia",4.4
Monastery of Zygos (Frangokastro),OPERATIONAL,"40.3160562,24.0029557",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x1Nt84Nh0dDGcQwIv_QKjqFStuyds2_3DHpMnqugC3zPcT4O8nedXcw9RFpn8f74COFdFnW9aI9NIM0UEFTl5Rpt843Dbw-EG2COcJMEW5V6mtHT3PUyHQNPHtg6xen1jIISLHXcDQUYda1C86KP1-zCnRG1h1KwxImgq0BJ3RA9Y5&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Greece,,"Ouranoupoli 630 75, Greece",4.5
Samburu National Reserve,OPERATIONAL,"0.6110770999999999,37.5375057",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wa1M2w-IV7n05EoOXptyfNjIFfUN0ZpU5K_Dj6HnMFQR-orMac0TDS7zz1PFdEhYe5tZ0wIEhBmEDSRIBu4OLRg1n3tNVSCLmTA2UJl03s9Kc4pqHIyau3JLLFNHeAQ_am5CAhKWIfUE71nTDdoQ-jmSrrGl4fc-JTMXEwxrIoMNvu&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Kenya,,Kenya,4.5
Rann of kutch,OPERATIONAL,"23.8097974,69.9372841",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xDlt-LbY4x-ZvFELCUd9RWrejuQhGZnpjdarTiLiGE7y0SnZ7mNX99e68_yE3v8jmThoy3Uj4iwOVizE_JSZ_2Dr5sNhOTh5cEkk03Dgdw1bk2DA8HzhBRbSmZjh1JX8kaPhtxXvgkTSjG1nfXHwD_A89GB5JyO2npuOOCke5fqNiJ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",India,Juna,"RW5P+WW7, Juna, Gujarat 370510, India",4.8
Cape Horn,,"-55.98333299999999,-67.2666668",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zsksEbhtvOZTzTCeqUaWToPCfxLcNf4MZgup5RaDK3cMTtQ6E4Wso3H4GFyxekRcXTnKYPqnVqwMLMw17vI1rcaK8oqlkodFKJKRjn_DRiXQP1fa5W7by_8TPOk11XnesViIsc1HgeChRU1opt87PX3ZlJQoHe2pEXxNRSMZRv7eOV&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Chile,Cape Horn,"Cape Horn, Magallanes and Chilean Antarctica, Chile",4.5
Dead sea Jordan,OPERATIONAL,"31.7168826,35.5894831",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z-TZ8X29hVmiCm_0v06kxyOcKYRm3lm5oFR4a7NrEcbZRMwI1i2_3Hx5S8aUO_Z4G2dBoMT3yiIjFAR8h3laQ-El6uxz-2dIKI7qY5vPwDd2-r-Q69zsGfLczU94d_5TdC-C-hbJ20aBt5AEWOsaTy1MuDbZtGvr08HDj3nQLQnfKM&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Jordan,Jordan Valley Hwy,"PH8Q+QQ5, Jordan Valley Hwy, Aqaba, Jordan",5
The Bungle Bungles,OPERATIONAL,"-17.4891658,128.3702558",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xqrF6wdoBVmsbQMJuxzBATdscm-64ISpbjB2wvQQAYT8koDHKNYLuQgZn14DAT9kwacVxT_bBuvrfNbTWVe0Mo-iYHCTykXSV2MREkMMWNIfhykIjLBtJoIXc-DyvtMN_avuSynNW-6878NQQDD01C_UYxMXluFPh5SEMJVk30iQsy&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"landmark, tourist_attraction, point_of_interest, establishment",Australia,,"Purnululu WA 6770, Australia",4.7
Parque Nacional Tierra del Fuego,OPERATIONAL,"-54.83492529999999,-68.4465053",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w_x4h93hhHoG4uIE_Lz2Mx7YNajOut5qbDJeikkQDbIMUMsVZA0qb8zNN22f-Dr8TO_DszGIQ7w8aZ8cpXy9trghpoCTm5MaZm2pOlU4EUejad2d2d8MYANZN8IbsBe0BXMBaizl8eL4nzsnwyBV_AcQr613LuHuxTY3ALzv7I1v-e&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Argentina,V9410 Ushuaia,"RN3 kilómetro 3067, V9410 Ushuaia, Tierra del Fuego, Argentina",4.8
Mount St. Helens National Volcanic Monument,OPERATIONAL,"46.2401661,-122.1966618",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ygK8qzfrUF1b8OCvMLeow7AA2g2eRkbHPky0JilPs5KMWzcBhL_OFznZ6A2hXovR7X7D8MtavQ513x0Rtvian1TqSFuBn0nhQdRwgA_SjbzfHZyQ6GDtqbelXJNGg778wOW4XDLPyimI3QI5ZrcRgMCv5qjMPJ0J_IfnE5ylOo9ybd&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,Castle Rock,"3029 Spirit Lake Hwy, Castle Rock, WA 98611, United States",4.8
Plaza Mayor,OPERATIONAL,"40.415511,-3.7074009",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wn-oNyk3bLQXImvT80i_qFCGeiWYXJrNfz--e-GoU12enEwsE_qyVo1Yao667hrE5a4TSQVU5KMVEkkonTFCkSWAeyMWQxcUD8UHRopuM6cAGRxsgAMCznZhok5fKdA-UXpJcMVk_CCTqn8lejXvCpXf0mALEcWSJOnqV25dmIEy2X&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Spain,Centro,"Pl. Mayor, Centro, 28012 Madrid, Spain",4.6
Access Bridge of Ávila Walls,OPERATIONAL,"40.6580447,-4.7067476",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xtYCN8wrppW8DLhqF2YM3nLbK1_hF_nV7iXFjSIwCGAlSduzSTGbX_-x0YqtF3nQWrbu6PfFiEG1XA5jKliwGD4uN0-HRMnSsnO5jV6Z0-hGbrjCNoL6f79k_8f7xRale-K8lqBbRXtjBb6V5c9hvL84inpdphheALn7t2L-CXObav&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Spain,34,"C. Marqués de Santo Domingo, 34, 05001 Ávila, Spain",4.7
Bryggen,OPERATIONAL,"60.3975672,5.3245493",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wD94lkz9mQ0493jku9ao9YyJyJzW7K_TiUNRfoG9KA6-0LG4P1GP7AztfAieUtd8PIdsozrrf3mGeip6zt69JGkhWvWbnpLdvNLJPi9UefezxnYgUIrGQ05htVlRKJ-kKo6i4xNdVNEa7Fm5KTcl_kWnK0jrJexAS9QKfk4MvU_vD6&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Norway,Bryggen,"Bryggen, 5003 Bergen, Norway",4.7
Valley of the Moon,OPERATIONAL,"-22.9257639,-68.2879926",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x2eLgndDTG42viKe6Qc7xlBYbFoOy2dWEudgusW_rzkJI24IiXQxiT6IFFjglBzojdlmW9sBl9vgHgjzTOJrvmxEqWSCxpZSW3SXpv_BSaw5S6UugUa5SbfZ2-KMdkXKOW0kv_tOLZLfoK6EXuDqMv29ZYgvVJRQCqdIyOAM0hgP6p&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Chile,San Pedro de Atacama,"San Pedro de Atacama, Antofagasta, Chile",4.6
Parque Natural do Douro Internacional,OPERATIONAL,"41.26986650000001,-6.642431999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y4JsGqFsI7eK64V4B_439Bt8vH-4svuVcSrPPJpim1O4fBEgsKuLe2uAaaByeNC5ndEpgBU8twQzAqNLj-cma-NU2Nrb9qNYcJguJnpafQtVfxVMBnxFecn7gTXVI3Wz5iRUV9mrEVDURi43ruSKN73OesmDql1QnG3nrPXJgD3Mo&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Portugal,,Portugal,4.7
El Caracol,OPERATIONAL,"20.6792575,-88.5708002",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wF4dPWNZ6TW5E2WANzZ-Lf8gdflzbrWelBjH-cokcCOHYe998BzQ03snpqIjlMOGvN_S6GBTOfbT7aaojw8sH4GG5sTsac9RdZq2iKjPDb0n1a8xdK1nLBR3ypWOUdofM2g6T4FzAHwnqqJ18muuvq8lAw9zR03pSvT1iDfHLQux_H&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Mexico,97751 Chichén-Itzá,"97751 Chichén-Itzá, Yucatan, Mexico",4.8
Horsetail Fall,,"37.7291238,-119.6284757",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xja6q4JEpYzf3LQzdxWWZoOsY99TVhNnASc3Or3rvmXNzuP7AZH4a2xdhuAUmenJ5mAny7JkPg1bOwNBubKOll8WOW-M6lYBPwW4hl8gg3qrgqK8j4DMUxZ0-DBVHfipItrzYkhtUEhvIKzJIOW6ySGNEksrmxjAAXlxBnRumcej3E&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",United States,Horsetail Fall,"Horsetail Fall, California 95389, United States",4.8
Moeraki Boulders Beach,OPERATIONAL,"-45.3452685,170.8262806",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yOS0V4WrFOYyTPNA4TwkJiR0Tnak7ZmsJAOwYIy59_G3S9faoUkw3OF6NaolYYFoQszJJrXzqoIvZCycQEQH63144YlG2E6K2KENP22n8dGXdxb9ogviyD1x7EwP-gcWHoW53txVcB2pLZ-k4sDY8R2Q0bPUZGJltCsun4uFos7UxI&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",New Zealand,Moeraki Boulders Road,"Moeraki Boulders Beach, Moeraki Boulders Road, Hampden 9410, New Zealand",4.4
Alhambra,OPERATIONAL,"37.1760783,-3.5881413",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wLEb7nAy2IFj7GsXhvhLaPxiyvd7HJS1zrOlZ6CNNYPOfIanEsgYqO2jf72Kgx_u_ufztUe1Q7YmN9hVNCZTcyoCzr0mf-SqwJyZtit_3i0N2l_JNOrSOa5yVQRmxLjdnZ8MIidrAuWm0yHK4XRyT0pvr67CdigTFidRLOxXu877GI&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Spain,Centro,"C. Real de la Alhambra, s/n, Centro, 18009 Granada, Spain",4.8
Leaning Tower of Zaragoza,OPERATIONAL,"41.6549826,-0.8822165",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27woN9y72tzUIOhNq_NvTOq5CLpaiwFmhOfF7rCBI_o_TL0QFbyYlgqbB4sV_EO1kA1kps7UFb2k3Oq31Boi2VnCPzisR_hdnfIV2avYN1gtKBgW0V9Z1PrPLUIkFFF_HFmzSj8HtlQ5Ewug0CsVfUfXD5LLR83S4KdN_Tcdd-TM-7SW&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Spain,Casco Antiguo,"C. de la Torre Nueva, s/n, Casco Antiguo, 50003 Zaragoza, Spain",4.1
Dambulla Royal Cave Temple and Golden Temple,OPERATIONAL,"7.854914099999999,80.6505699",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zw74fm5UweqUrJQ-BaSXZ5KZ9VtBZHpwVycQXRRwY-4tMxtQ7cADnkxHhS42p3evdWADGMAmRQOr3c2Xn2FwvwE1hmraO4ylWg7WClB_Aj-NFdgQsx8prmyvzt3iPpMh3GhJHIgFrkGWePzQKXo2YGi6X5MR1OjL6ZmiDh6MkmGMrY&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Sri Lanka,Kandy - Jaffna Hwy,"Kandy - Jaffna Hwy, Dambulla, Sri Lanka",4.5
Fitz Roy,,"-49.271246,-73.04322599999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zTSj2O9xgz4vWxigalFcaE08XCBNu7oHkZlJUHxfXWoAf6tvcKalFnBVYI6PhaVK_PciuQB0VIx8XPprMF_89XTziIk5Tt7cejT1y0wJykcue6EFqDPsodbFQETRLqEeE9EvC6DZLKEtSGpCTvDJ5eDsfT41dTElK7En4OkvPMjt9U&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Fitz Roy,,Fitz Roy,4.9
